Name	symbol	info1	info2	info3	location	category	cluster	degree
ENSP00000216254.4	ACO2	aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118]	ENSG00000100412.16	ENSP00000216254.4	PROTEIN	115	2	3030
ENSP00000297564.2	COX6C	cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]	ENSG00000164919.11	ENSP00000297564.2	PROTEIN	115	2	3085
ENSP00000377770.1	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705]	ENSG00000109390.13	ENSP00000377770.1	PROTEIN	115	2	3088
ENSP00000281031.4	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]	ENSG00000151366.13	ENSP00000281031.4	PROTEIN	115	2	3039
ENSP00000266544.5	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9 [Source:HGNC Symbol;Acc:HGNC:7693]	ENSG00000139180.11	ENSP00000266544.5	PROTEIN	115	2	3176
ENSP00000356972.3	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708]	ENSG00000158864.12	ENSP00000356972.3	PROTEIN	115	2	3058
ENSP00000256441.4	MRPS36	mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:HGNC:16631]	ENSG00000134056.12	ENSP00000256441.4	PROTEIN	115	2	3009
ENSP00000330737.2	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]	ENSG00000184752.13	ENSP00000330737.2	PROTEIN	115	2	3069
ENSP00000423673.1	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol;Acc:HGNC:17194]	ENSG00000186010.19	ENSP00000423673.1	PROTEIN	115	2	3133
ENSP00000252711.2	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]	ENSG00000130414.12	ENSP00000252711.2	PROTEIN	115	2	3066
ENSP00000358737.3	ATP5PB	ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]	ENSG00000116459.11	ENSP00000358737.3	PROTEIN	115	2	3046
ENSP00000263774.4	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710]	ENSG00000213619.10	ENSP00000263774.4	PROTEIN	115	2	3027
ENSP00000155674.5	HDHD5	haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]	ENSG00000069998.12	ENSP00000155674.5	PROTEIN	115	2	3053
ENSP00000301729.4	ECI1	enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703]	ENSG00000167969.13	ENSP00000301729.4	PROTEIN	115	2	3019
Vastus Lateralis CSA	Vastus Lateralis CSA			Vastus Lateralis CSA	CLINICAL	115	2	614
Posterior Thigh Volume (L)	Posterior Thigh Volume (L)			Posterior Thigh Volume (L)	CLINICAL	115	2	630
Pectoralis IMAT fraction	Pectoralis IMAT fraction			Pectoralis IMAT fraction	CLINICAL	115	0	278
Triceps surae IMAT	Triceps surae IMAT			Triceps surae IMAT	CLINICAL	115	0	325
Body lean tissue (L)	Body lean tissue (L)			Body lean tissue (L)	CLINICAL	115	2	341
Relative Body Lean Tissue (L/Kg BW)	Relative Body Lean Tissue (L/Kg BW)			Relative Body Lean Tissue (L/Kg BW)	CLINICAL	115	2	1900
Triceps surae CSA	Triceps surae CSA			Triceps surae CSA	CLINICAL	115	2	87
Vo2 Peak	Vo2 Peak			Vo2 Peak	CLINICAL	115	2	2408
CS activity	CS activity			CS activity	CLINICAL	115	2	2657
Height	Height			Height	CLINICAL	115	2	196
Weight	Weight			Weight	CLINICAL	115	0	495
Age	Age			Age	CLINICAL	115	0	74
Liver Fat (%)	Liver Fat (%)			Liver Fat (%)	CLINICAL	115	0	613
Quadriceps CSA	Quadriceps CSA			Quadriceps CSA	CLINICAL	115	2	495
Pectoralis CSA	Pectoralis CSA			Pectoralis CSA	CLINICAL	115	2	714
ES+MF IMAT	ES+MF IMAT			ES+MF IMAT	CLINICAL	115	0	613
Body fat (L)	Body fat (L)			Body fat (L)	CLINICAL	115	0	1877
Leg Strength (Nm)	Leg Strength (Nm)			Leg Strength (Nm)	CLINICAL	115	2	376
ES+MF CSA	ES+MF CSA			ES+MF CSA	CLINICAL	115	2	149
Quadriceps IMAT	Quadriceps IMAT			Quadriceps IMAT	CLINICAL	115	0	474
BMI	BMI			BMI	CLINICAL	115	0	274
Relative Body Fat (L/Kg BW)	Relative Body Fat (L/Kg BW)			Relative Body Fat (L/Kg BW)	CLINICAL	115	0	1578
Vastus Lateralis IMAT	Vastus Lateralis IMAT			Vastus Lateralis IMAT	CLINICAL	115	0	528
ASAT (L)	ASAT (L)			ASAT (L)	CLINICAL	115	0	1203
Anterior Thigh Volume (L)	Anterior Thigh Volume (L)			Anterior Thigh Volume (L)	CLINICAL	115	2	388
Visceral Fat (L)	Visceral Fat (L)			Visceral Fat (L)	CLINICAL	115	0	1174
